feature,importance,model
param,4460.844714951847,random_forest
system,2364.21719616648,random_forest
color,-787.3378094522031,random_forest
systemfusion,61.67659349194233,lasso
systemFV,14.410311178963385,lasso
systemint,14.641753205830826,lasso
colorgreen,0,lasso
colorred,0,lasso
colorwhite,0,lasso
paramRKU,0,lasso
paramRP,0,lasso
paramRQ,0,lasso
paramRSK,168.40715267042205,lasso
paramRSM,118.08699003613289,lasso
paramRT,0,lasso
paramRV,0,lasso
paramRZ,0,lasso
paramRZ1MAX,0,lasso
systemfusion,43.33156734917163,ridge
systemFV,32.93281907183094,ridge
systemint,24.532362541474132,ridge
colorgreen,3.116000706404088,ridge
colorred,10.560311099044425,ridge
colorwhite,6.064027607094027,ridge
paramRKU,1.660076219382997,ridge
paramRP,34.082973231663715,ridge
paramRQ,19.798403667071412,ridge
paramRSK,108.27477143099857,ridge
paramRSM,77.53289439758409,ridge
paramRT,17.41604104259502,ridge
paramRV,25.58038099448955,ridge
paramRZ,29.822882078146197,ridge
paramRZ1MAX,21.58361045969493,ridge
