feature,importance,model
param,845.3135970585539,random_forest
system,24.936046349742334,random_forest
color,-103.45435902960581,random_forest
systemfusion,9.141364318778523,lasso
systemFV,12.207854461700522,lasso
systemint,12.626240995036357,lasso
colorgreen,5.080310404357316,lasso
colorred,7.004505788750118,lasso
colorwhite,10.670495513443743,lasso
paramRKU,29.754869427192716,lasso
paramRP,23.745393362105624,lasso
paramRQ,0,lasso
paramRSK,49.89577318786031,lasso
paramRSM,90.31810684840347,lasso
paramRT,3.220390042786533,lasso
paramRV,0,lasso
paramRZ,3.6376399617752875,lasso
paramRZ1MAX,2.6847295401083873,lasso
systemfusion,9.591702586014362,ridge
systemFV,13.661113535294746,ridge
systemint,13.537553580714617,ridge
colorgreen,8.524358688152507,ridge
colorred,10.46768217437577,ridge
colorwhite,16.42719783980655,ridge
paramRKU,25.726880059475942,ridge
paramRP,28.549097442280452,ridge
paramRQ,7.2477073505344505,ridge
paramRSK,42.2121226936156,ridge
paramRSM,77.61946771413687,ridge
paramRT,1.9324230545621413,ridge
paramRV,2.1718935415618237,ridge
paramRZ,10.90375542253376,ridge
paramRZ1MAX,2.266984993499098,ridge
