feature,importance,model
param,4554.3024922139975,random_forest
system,558.997649548481,random_forest
color,-323.7688139556697,random_forest
systemfusion,21.76867397102591,lasso
systemFV,3.7093757922420196,lasso
systemint,25.67810540012265,lasso
colorgreen,0,lasso
colorred,0,lasso
colorwhite,0,lasso
paramRKU,40.65517617744971,lasso
paramRP,0,lasso
paramRQ,0,lasso
paramRSK,143.6641894285115,lasso
paramRSM,126.2278556990682,lasso
paramRT,0,lasso
paramRV,52.05549302453235,lasso
paramRZ,20.086456895615655,lasso
paramRZ1MAX,0,lasso
systemfusion,20.872858962989813,ridge
systemFV,16.66487064992537,ridge
systemint,30.11721973982904,ridge
colorgreen,5.087263947460321,ridge
colorred,5.373920679461744,ridge
colorwhite,9.275628275034018,ridge
paramRKU,36.14589967343765,ridge
paramRP,23.327577520262587,ridge
paramRQ,11.6840807662349,ridge
paramRSK,123.01127082946157,ridge
paramRSM,109.16638539588716,ridge
paramRT,1.8002441522078985,ridge
paramRV,65.93055437457468,ridge
paramRZ,40.6184952806645,ridge
paramRZ1MAX,15.696472841473312,ridge
