feature,importance,model
param,18055.40447756134,random_forest
color,-3048.4959833384164,random_forest
system,-3470.7909003315976,random_forest
systemfusion,0,lasso
systemFV,0,lasso
systemint,0,lasso
colorgreen,0,lasso
colorred,0,lasso
colorwhite,0,lasso
paramRKU,0,lasso
paramRP,0,lasso
paramRQ,0,lasso
paramRSK,305.00443411133233,lasso
paramRSM,0,lasso
paramRT,0,lasso
paramRV,0,lasso
paramRZ,0,lasso
paramRZ1MAX,0,lasso
systemfusion,0.6045522818776168,ridge
systemFV,17.650162345126652,ridge
systemint,1.4594973656662438,ridge
colorgreen,13.61022702667542,ridge
colorred,7.812131687974094,ridge
colorwhite,17.305478207200867,ridge
paramRKU,81.89045405261028,ridge
paramRP,28.452275297578232,ridge
paramRQ,18.92316150299354,ridge
paramRSK,273.01506715484936,ridge
paramRSM,9.236320732540864,ridge
paramRT,33.81511360247172,ridge
paramRV,21.08333475489371,ridge
paramRZ,23.04210715559797,ridge
paramRZ1MAX,34.049420065482394,ridge
