feature,importance,model
param,157.84246294211061,random_forest
color,-2.522114058675476,random_forest
system,-47.23376886870557,random_forest
systemfusion,0,lasso
systemFV,0,lasso
systemint,0,lasso
colorgreen,0,lasso
colorred,0,lasso
colorwhite,0,lasso
paramRKU,0,lasso
paramRP,0,lasso
paramRQ,0,lasso
paramRSK,0,lasso
paramRSM,3.251137756934018e-14,lasso
paramRT,0,lasso
paramRV,0,lasso
paramRZ,0,lasso
paramRZ1MAX,0,lasso
systemfusion,0.02227325619113191,ridge
systemFV,8.258038504167228e-5,ridge
systemint,0.021838069382493643,ridge
colorgreen,0.0016984653776964576,ridge
colorred,0.026731847092034768,ridge
colorwhite,0.0084169241848938,ridge
paramRKU,0.11297370136661261,ridge
paramRP,0.012586585276520281,ridge
paramRQ,0.008725449344522521,ridge
paramRSK,0.05819568616863628,ridge
paramRSM,0.11680651871795192,ridge
paramRT,0.006424198472851604,ridge
paramRV,0.022875287169059972,ridge
paramRZ,0.016109989494603377,ridge
paramRZ1MAX,0.005883627583605734,ridge
