feature,importance,model
param,8802.087648444422,random_forest
system,2989.5958551824624,random_forest
color,156.7979888177603,random_forest
systemfusion,43.96079519731613,lasso
systemFV,0,lasso
systemint,61.51320575463012,lasso
colorgreen,5.4627359505305915,lasso
colorred,14.0574673760729,lasso
colorwhite,27.83702669862878,lasso
paramRKU,130.59633249414267,lasso
paramRP,66.85589300130155,lasso
paramRQ,0,lasso
paramRSK,70.50461135687783,lasso
paramRSM,221.3647591239406,lasso
paramRT,0,lasso
paramRV,78.67587038391052,lasso
paramRZ,47.47777074254638,lasso
paramRZ1MAX,0,lasso
systemfusion,46.21658552581041,ridge
systemFV,6.57730637013744,ridge
systemint,52.99424122696235,ridge
colorgreen,21.489788772563013,ridge
colorred,21.193268513813564,ridge
colorwhite,64.75605695599782,ridge
paramRKU,103.23781003035059,ridge
paramRP,83.8190111417374,ridge
paramRQ,17.08150935565959,ridge
paramRSK,61.698562028248,ridge
paramRSM,161.91335921675136,ridge
paramRT,8.391047513750772,ridge
paramRV,88.75577755473118,ridge
paramRZ,70.2676731120566,ridge
paramRZ1MAX,11.135205966918344,ridge
