feature,importance,model
param,1402.0387978514084,random_forest
system,-330.6367954046846,random_forest
color,-369.27941010177835,random_forest
systemfusion,0,lasso
systemFV,0,lasso
systemint,2.69748939021587,lasso
colorgreen,0,lasso
colorred,0,lasso
colorwhite,0,lasso
paramRKU,129.77716130963384,lasso
paramRP,0,lasso
paramRQ,4.173743064216691,lasso
paramRSK,12.117018814815355,lasso
paramRSM,39.06875894984726,lasso
paramRT,11.935876694848774,lasso
paramRV,0,lasso
paramRZ,0,lasso
paramRZ1MAX,13.445286575607236,lasso
systemfusion,2.7180542819784663,ridge
systemFV,1.9442651894335459,ridge
systemint,4.481582368645727,ridge
colorgreen,0.24132315707621957,ridge
colorred,3.76434141156121,ridge
colorwhite,3.978473912939921,ridge
paramRKU,106.37290890575386,ridge
paramRP,7.718009302669476,ridge
paramRQ,13.800333160695267,ridge
paramRSK,13.002642525713474,ridge
paramRSM,41.19276841226957,ridge
paramRT,12.938521310894378,ridge
paramRV,2.216738411277021,ridge
paramRZ,4.089327249649818,ridge
paramRZ1MAX,14.155288670639806,ridge
