feature,importance,model
param,22222.902829139923,random_forest
color,2727.0654264509603,random_forest
system,-630.2743630269327,random_forest
systemfusion,0,lasso
systemFV,0,lasso
systemint,0,lasso
colorgreen,50.80280887566889,lasso
colorred,0,lasso
colorwhite,117.44999214813049,lasso
paramRKU,163.87601680558032,lasso
paramRP,7.903995011856744,lasso
paramRQ,0,lasso
paramRSK,294.3909374239421,lasso
paramRSM,260.62437416037204,lasso
paramRT,0,lasso
paramRV,58.679218713096034,lasso
paramRZ,13.30617207412222,lasso
paramRZ1MAX,0,lasso
systemfusion,26.61045745437167,ridge
systemFV,5.073079987083126,ridge
systemint,13.816584486104183,ridge
colorgreen,58.56774524581819,ridge
colorred,23.631197470368086,ridge
colorwhite,139.13077625841532,ridge
paramRKU,121.99703909245703,ridge
paramRP,89.69217675997982,ridge
paramRQ,19.828123910153927,ridge
paramRSK,219.7985548082786,ridge
paramRSM,194.73836934835526,ridge
paramRT,54.822311023478726,ridge
paramRV,124.21558643472783,ridge
paramRZ,90.01604270391495,ridge
paramRZ1MAX,74.72749825572603,ridge
