feature,importance,model
param,894.0908642603199,random_forest
color,-76.063906479075,random_forest
system,-76.34026231244778,random_forest
systemfusion,6.745828205969076,lasso
systemFV,0,lasso
systemint,1.8136546685324513,lasso
colorgreen,2.1060459023624247,lasso
colorred,1.7672077904155128,lasso
colorwhite,11.894703769234912,lasso
paramRKU,36.289906440941884,lasso
paramRP,0,lasso
paramRQ,4.858869785735698,lasso
paramRSK,78.97340957571262,lasso
paramRSM,61.886561263674125,lasso
paramRT,13.581073512781,lasso
paramRV,20.27159677866229,lasso
paramRZ,6.691727515429801,lasso
paramRZ1MAX,10.900353466868761,lasso
systemfusion,7.688987301357909,ridge
systemFV,1.0406676344114554,ridge
systemint,3.2992147812257504,ridge
colorgreen,4.613389362796704,ridge
colorred,3.5283467593378863,ridge
colorwhite,14.432098718708932,ridge
paramRKU,28.640119538386628,ridge
paramRP,9.424234356594877,ridge
paramRQ,14.881928716814528,ridge
paramRSK,65.18793670037472,ridge
paramRSM,50.73889644142878,ridge
paramRT,9.137071123978382,ridge
paramRV,28.064611509123587,ridge
paramRZ,16.82712201550964,ridge
paramRZ1MAX,6.76596642868856,ridge
