feature,importance,model
param,12045.91092817995,random_forest
color,477.09715835964585,random_forest
system,-535.609591317896,random_forest
systemfusion,20.671453060560534,lasso
systemFV,0,lasso
systemint,0.4070732453799516,lasso
colorgreen,12.033338755411686,lasso
colorred,22.675277195247528,lasso
colorwhite,44.15346406879699,lasso
paramRKU,118.47680504460479,lasso
paramRP,0,lasso
paramRQ,0,lasso
paramRSK,141.58235538509473,lasso
paramRSM,135.06537226454319,lasso
paramRT,29.98694065514682,lasso
paramRV,209.1602126539057,lasso
paramRZ,53.76789368730061,lasso
paramRZ1MAX,20.5301603732154,lasso
systemfusion,25.045116107577254,ridge
systemFV,4.613910486135974,ridge
systemint,12.655128406985664,ridge
colorgreen,24.328156026188736,ridge
colorred,26.014897509138724,ridge
colorwhite,60.2910703009131,ridge
paramRKU,115.85957085398144,ridge
paramRP,10.336841779301336,ridge
paramRQ,1.1222985555003009,ridge
paramRSK,135.63994926239815,ridge
paramRSM,130.76364195338354,ridge
paramRT,46.45372432339504,ridge
paramRV,182.71975391184316,ridge
paramRZ,61.279732907960835,ridge
paramRZ1MAX,37.877965799674435,ridge
