feature,importance,model
param,572.4060849649013,random_forest
system,-40.58686581677104,random_forest
color,-45.363353703295914,random_forest
systemfusion,6.349965338271908,lasso
systemFV,2.319559149962372,lasso
systemint,0,lasso
colorgreen,0.35757901875464,lasso
colorred,4.631110715681588,lasso
colorwhite,7.269603902906546,lasso
paramRKU,11.541852957104657,lasso
paramRP,0.27330462602946193,lasso
paramRQ,0,lasso
paramRSK,17.543659843274728,lasso
paramRSM,77.77044674891785,lasso
paramRT,2.2309563717874976,lasso
paramRV,22.070330441171787,lasso
paramRZ,8.760195867186855,lasso
paramRZ1MAX,0,lasso
systemfusion,5.703038415859109,ridge
systemFV,5.766234866918116,ridge
systemint,2.0778923441927177,ridge
colorgreen,2.791706295673214,ridge
colorred,4.895023218852266,ridge
colorwhite,11.354343539917181,ridge
paramRKU,16.582931373091597,ridge
paramRP,7.697951108956067,ridge
paramRQ,5.0769608014661705,ridge
paramRSK,13.73010650196702,ridge
paramRSM,63.75850195828618,ridge
paramRT,1.1562440336239739,ridge
paramRV,24.98350437494476,ridge
paramRZ,14.761024152376628,ridge
paramRZ1MAX,2.2491902177344514,ridge
