feature,importance,model
param,1419.6264039453622,random_forest
system,100.34600587682083,random_forest
color,-235.1165285383216,random_forest
systemfusion,17.08254162560793,lasso
systemFV,8.261149345802599,lasso
systemint,0,lasso
colorgreen,0,lasso
colorred,5.0506979604475095,lasso
colorwhite,0,lasso
paramRKU,30.879248832361295,lasso
paramRP,42.65760432737449,lasso
paramRQ,4.84931685730861,lasso
paramRSK,61.54204012261965,lasso
paramRSM,89.93900220601996,lasso
paramRT,6.267437027558818,lasso
paramRV,0,lasso
paramRZ,15.79505458396213,lasso
paramRZ1MAX,3.672525159041937,lasso
systemfusion,15.001598046655227,ridge
systemFV,13.166731428990325,ridge
systemint,5.691045846138232,ridge
colorgreen,1.3487039464207207,ridge
colorred,7.9449879042498734,ridge
colorwhite,6.4378740905550735,ridge
paramRKU,36.60090920088722,ridge
paramRP,46.07078887186933,ridge
paramRQ,2.9012706913508812,ridge
paramRSK,47.505909541405096,ridge
paramRSM,70.74820002712316,ridge
paramRT,16.50910829223216,ridge
paramRV,7.503452105793909,ridge
paramRZ,23.80062916766657,ridge
paramRZ1MAX,14.626968593181314,ridge
