feature,importance,model
param,9596.671835423344,random_forest
system,849.0331928456077,random_forest
color,-702.5018922879834,random_forest
systemfusion,43.278676861445824,lasso
systemFV,0,lasso
systemint,39.92190952253744,lasso
colorgreen,34.44133717411001,lasso
colorred,0,lasso
colorwhite,72.48707984952762,lasso
paramRKU,171.3998796986122,lasso
paramRP,134.33138933297408,lasso
paramRQ,0,lasso
paramRSK,194.60854559665847,lasso
paramRSM,200.75021359249055,lasso
paramRT,37.347435575996336,lasso
paramRV,0.13942774383116793,lasso
paramRZ,34.417828114586634,lasso
paramRZ1MAX,30.421115937257543,lasso
systemfusion,43.21314042510186,ridge
systemFV,12.753956600684067,ridge
systemint,46.337564406440464,ridge
colorgreen,41.589874072305165,ridge
colorred,7.461599165554506,ridge
colorwhite,83.4304287438829,ridge
paramRKU,144.70818816875666,ridge
paramRP,151.96809247661855,ridge
paramRQ,34.996797097322705,ridge
paramRSK,161.81458777564066,ridge
paramRSM,168.20768972381038,ridge
paramRT,33.299424340393635,ridge
paramRV,38.64810112453538,ridge
paramRZ,69.28299043438581,ridge
paramRZ1MAX,27.320021020965736,ridge
