feature,importance,model
param,19256.12981783361,random_forest
system,4448.173045664876,random_forest
color,-9368.799040452843,random_forest
systemfusion,0,lasso
systemFV,0,lasso
systemint,0,lasso
colorgreen,0,lasso
colorred,0,lasso
colorwhite,0,lasso
paramRKU,0,lasso
paramRP,0,lasso
paramRQ,0,lasso
paramRSK,2.673650878529441e-13,lasso
paramRSM,0,lasso
paramRT,0,lasso
paramRV,0,lasso
paramRZ,0,lasso
paramRZ1MAX,0,lasso
systemfusion,0.015140767886746948,ridge
systemFV,0.014531257157631934,ridge
systemint,0.013012655962013292,ridge
colorgreen,0.0025188579937295524,ridge
colorred,0.033783849311933976,ridge
colorwhite,0.02103542924190171,ridge
paramRKU,0.19502480440252343,ridge
paramRP,0.059794828308744906,ridge
paramRQ,0.039536037490684135,ridge
paramRSK,0.8011890832614516,ridge
paramRSM,0.17756287738612445,ridge
paramRT,0.1077902649333009,ridge
paramRV,0.270858855090842,ridge
paramRZ,0.15007106732450592,ridge
paramRZ1MAX,0.12617085891539148,ridge
