feature,importance,model
param,1184.0558002309235,random_forest
system,-33.84145094320631,random_forest
color,-217.42210236114397,random_forest
systemfusion,0,lasso
systemFV,0,lasso
systemint,0,lasso
colorgreen,0,lasso
colorred,0,lasso
colorwhite,0,lasso
paramRKU,17.413301408148165,lasso
paramRP,0,lasso
paramRQ,0,lasso
paramRSK,58.47239708992264,lasso
paramRSM,29.61878588995604,lasso
paramRT,0,lasso
paramRV,0,lasso
paramRZ,0,lasso
paramRZ1MAX,0,lasso
systemfusion,0.016159962831269047,ridge
systemFV,0.8525208455494346,ridge
systemint,1.5911780888032552,ridge
colorgreen,0.07129377274773356,ridge
colorred,5.29035429562244,ridge
colorwhite,8.619424133535045,ridge
paramRKU,22.863174080789147,ridge
paramRP,2.4888331373651695,ridge
paramRQ,7.337096217902951,ridge
paramRSK,40.12784151868704,ridge
paramRSM,30.458222359788973,ridge
paramRT,0.3860099760538437,ridge
paramRV,4.416369563032459,ridge
paramRZ,2.478009913357629,ridge
paramRZ1MAX,0.25900522641086365,ridge
