feature,importance,model
param,5542.993273002032,random_forest
system,552.1826076368715,random_forest
color,-103.4458188166463,random_forest
systemfusion,22.432600785378575,lasso
systemFV,0,lasso
systemint,15.216427551746978,lasso
colorgreen,0,lasso
colorred,0,lasso
colorwhite,10.775380846639404,lasso
paramRKU,60.2943368392185,lasso
paramRP,15.136528581303667,lasso
paramRQ,0,lasso
paramRSK,88.99043664389136,lasso
paramRSM,192.49689752445715,lasso
paramRT,0,lasso
paramRV,34.173760414967035,lasso
paramRZ,25.852334906031604,lasso
paramRZ1MAX,0,lasso
systemfusion,20.177421210448564,ridge
systemFV,15.374065707317724,ridge
systemint,19.22248758857225,ridge
colorgreen,10.043381589585143,ridge
colorred,2.776626588907534,ridge
colorwhite,31.431170200096602,ridge
paramRKU,40.09410878403991,ridge
paramRP,42.45351495121897,ridge
paramRQ,13.856724157325422,ridge
paramRSK,58.09260136569301,ridge
paramRSM,128.39652555027737,ridge
paramRT,15.385399483556611,ridge
paramRV,52.566606852301895,ridge
paramRZ,49.656637265328186,ridge
paramRZ1MAX,25.576785326991025,ridge
