feature,importance,model
param,409.3809413849277,random_forest
system,38.619569577018424,random_forest
color,-20.92942162629197,random_forest
systemfusion,0,lasso
systemFV,0,lasso
systemint,0,lasso
colorgreen,0,lasso
colorred,0,lasso
colorwhite,0,lasso
paramRKU,29.954816125480754,lasso
paramRP,0,lasso
paramRQ,0,lasso
paramRSK,0,lasso
paramRSM,30.97137140526405,lasso
paramRT,0,lasso
paramRV,0,lasso
paramRZ,0,lasso
paramRZ1MAX,0,lasso
systemfusion,5.063156574878144,ridge
systemFV,3.0806919185587263,ridge
systemint,5.9661216425037615,ridge
colorgreen,2.7433272777745232,ridge
colorred,0.7310190376078609,ridge
colorwhite,6.423953009813111,ridge
paramRKU,30.558693965400487,ridge
paramRP,3.338393990308116,ridge
paramRQ,2.00303440039147,ridge
paramRSK,7.618259968212552,ridge
paramRSM,29.440654732506687,ridge
paramRT,4.27271241184572,ridge
paramRV,1.9755442745134426,ridge
paramRZ,1.8433570265627426,ridge
paramRZ1MAX,5.243688756208771,ridge
