feature,importance,model
param,3696.783670332944,random_forest
system,1063.0568531276342,random_forest
color,-662.7586921257521,random_forest
systemfusion,0,lasso
systemFV,16.566152949,lasso
systemint,34.85181042099639,lasso
colorgreen,0,lasso
colorred,0,lasso
colorwhite,0,lasso
paramRKU,52.30081219794217,lasso
paramRP,42.85920109646129,lasso
paramRQ,3.373047610891649,lasso
paramRSK,98.14020334182734,lasso
paramRSM,125.88835865962541,lasso
paramRT,0,lasso
paramRV,0,lasso
paramRZ,0.7390013948711378,lasso
paramRZ1MAX,0,lasso
systemfusion,13.52930964553454,ridge
systemFV,26.697249229049213,ridge
systemint,26.652938997332434,ridge
colorgreen,2.449691111938006,ridge
colorred,9.0579700957656,ridge
colorwhite,12.817132663193599,ridge
paramRKU,43.590378190149025,ridge
paramRP,59.46116280193564,ridge
paramRQ,26.432474004830897,ridge
paramRSK,78.77802512176231,ridge
paramRSM,98.77936312773623,ridge
paramRT,2.6085031496679023,ridge
paramRV,7.36609698523767,ridge
paramRZ,26.094927510602464,ridge
paramRZ1MAX,10.527779955146787,ridge
