feature,importance,model
param,8159.709179235949,random_forest
color,6667.079045165715,random_forest
system,2405.63912228939,random_forest
systemfusion,15.742255639688613,lasso
systemFV,30.074262249616698,lasso
systemint,0,lasso
colorgreen,86.62589715987426,lasso
colorred,47.027368864636294,lasso
colorwhite,147.4494977939694,lasso
paramRKU,172.2624991371323,lasso
paramRP,84.6765424322251,lasso
paramRQ,35.458523094631985,lasso
paramRSK,188.361980852177,lasso
paramRSM,202.89849444450442,lasso
paramRT,0,lasso
paramRV,0,lasso
paramRZ,26.619833577808524,lasso
paramRZ1MAX,0,lasso
systemfusion,20.74858974662189,ridge
systemFV,41.925377938952046,ridge
systemint,8.246918098071706,ridge
colorgreen,88.64161940638172,ridge
colorred,53.37901262968131,ridge
colorwhite,146.53367350242212,ridge
paramRKU,150.52167208671037,ridge
paramRP,101.76846442714768,ridge
paramRQ,62.676635917490664,ridge
paramRSK,162.76941771896682,ridge
paramRSM,176.71625162308902,ridge
paramRT,5.183677354660203,ridge
paramRV,10.608197515476746,ridge
paramRZ,54.80356555167089,ridge
paramRZ1MAX,2.6060310719873883,ridge
