feature,importance,model
param,973.082524266111,random_forest
system,-261.4999726503892,random_forest
color,-269.6517612204754,random_forest
systemfusion,0,lasso
systemFV,0,lasso
systemint,0,lasso
colorgreen,0,lasso
colorred,0,lasso
colorwhite,0,lasso
paramRKU,109.04755067481716,lasso
paramRP,0,lasso
paramRQ,2.088060218573893,lasso
paramRSK,26.712529700113322,lasso
paramRSM,35.170586414763775,lasso
paramRT,19.561632326582746,lasso
paramRV,0,lasso
paramRZ,0,lasso
paramRZ1MAX,20.71017705221903,lasso
systemfusion,0.36442873541424675,ridge
systemFV,2.957468632945248,ridge
systemint,2.3378748836636074,ridge
colorgreen,0.16962802315748318,ridge
colorred,0.5877361630050755,ridge
colorwhite,4.912884026845799,ridge
paramRKU,92.97917066770039,ridge
paramRP,6.332519015958818,ridge
paramRQ,13.064766560710659,ridge
paramRSK,23.39102377099871,ridge
paramRSM,40.032193124764824,ridge
paramRT,17.614701232657573,ridge
paramRV,4.042739771623776,ridge
paramRZ,5.60651763830836,ridge
paramRZ1MAX,18.930147512965306,ridge
