feature,importance,model
param,803.4546064303777,random_forest
system,300.7623076523676,random_forest
color,-5.084211010051996,random_forest
systemfusion,24.658795461597364,lasso
systemFV,0,lasso
systemint,0.6317075376540123,lasso
colorgreen,0,lasso
colorred,7.21444913724457,lasso
colorwhite,0,lasso
paramRKU,0,lasso
paramRP,46.47706632435594,lasso
paramRQ,0,lasso
paramRSK,14.935773438662105,lasso
paramRSM,71.13689309583205,lasso
paramRT,0,lasso
paramRV,0,lasso
paramRZ,0,lasso
paramRZ1MAX,0,lasso
systemfusion,17.658960536542796,ridge
systemFV,11.565103459338145,ridge
systemint,11.519471004857376,ridge
colorgreen,4.402603338831908,ridge
colorred,12.95881624106651,ridge
colorwhite,8.427827714369414,ridge
paramRKU,6.189335421269011,ridge
paramRP,42.07751172661563,ridge
paramRQ,1.5338447870246994,ridge
paramRSK,17.900101888797387,ridge
paramRSM,54.467572343516956,ridge
paramRT,5.212509210364186,ridge
paramRV,5.277617693556083,ridge
paramRZ,11.493210886484821,ridge
paramRZ1MAX,3.1351492740595837,ridge
