feature,importance,model
param,1305.2402326890845,random_forest
color,23.750297021903304,random_forest
system,-108.00882803008069,random_forest
systemfusion,7.659391454352779,lasso
systemFV,0,lasso
systemint,0,lasso
colorgreen,7.831999614841299,lasso
colorred,4.0036399517828984,lasso
colorwhite,20.650305369900966,lasso
paramRKU,52.30133944301321,lasso
paramRP,0,lasso
paramRQ,0,lasso
paramRSK,84.6705150556135,lasso
paramRSM,76.54897434369431,lasso
paramRT,30.26233455219654,lasso
paramRV,27.34611868025536,lasso
paramRZ,0,lasso
paramRZ1MAX,24.829029576872106,lasso
systemfusion,9.915071380287767,ridge
systemFV,2.848678646770597,ridge
systemint,0.38237297708952306,ridge
colorgreen,11.31936528740845,ridge
colorred,6.542030893821041,ridge
colorwhite,26.18936462611916,ridge
paramRKU,47.54038543613383,ridge
paramRP,0.9573502965928572,ridge
paramRQ,10.491196505487814,ridge
paramRSK,75.06275940433329,ridge
paramRSM,68.32386919957382,ridge
paramRT,28.273754574952367,ridge
paramRV,34.98820937135052,ridge
paramRZ,10.936662255962295,ridge
paramRZ1MAX,23.3150667703258,ridge
