feature,importance,model
param,2394.8626499489756,random_forest
system,-100.58071671920119,random_forest
color,-248.6026043147628,random_forest
systemfusion,0.2760660737746261,lasso
systemFV,0,lasso
systemint,5.756994612649834,lasso
colorgreen,0,lasso
colorred,0,lasso
colorwhite,0,lasso
paramRKU,0,lasso
paramRP,0,lasso
paramRQ,0,lasso
paramRSK,108.89746181504202,lasso
paramRSM,82.38979532192991,lasso
paramRT,0,lasso
paramRV,6.487958061274915,lasso
paramRZ,0,lasso
paramRZ1MAX,0,lasso
systemfusion,8.459061372362697,ridge
systemFV,6.5187025022019975,ridge
systemint,6.280512033898444,ridge
colorgreen,0.8326750346527129,ridge
colorred,6.46490237200156,ridge
colorwhite,1.3449527439228826,ridge
paramRKU,0.9536922015794589,ridge
paramRP,10.180367454635624,ridge
paramRQ,17.467138904944562,ridge
paramRSK,59.454301319092735,ridge
paramRSM,46.01351662376797,ridge
paramRT,3.800635489348821,ridge
paramRV,23.275137540706158,ridge
paramRZ,16.524299208518126,ridge
paramRZ1MAX,6.644919922922203,ridge
