feature,importance,model
param,5301.895209822301,random_forest
system,5081.420118566558,random_forest
color,-539.6464103423813,random_forest
systemfusion,64.25890727989686,lasso
systemFV,11.793210675781799,lasso
systemint,81.50489126218254,lasso
colorgreen,0,lasso
colorred,10.845008487881424,lasso
colorwhite,0,lasso
paramRKU,57.27983068738246,lasso
paramRP,0,lasso
paramRQ,3.2962134834886303,lasso
paramRSK,142.88984045573906,lasso
paramRSM,170.77537571446408,lasso
paramRT,0,lasso
paramRV,30.519131902175676,lasso
paramRZ,2.7738611445781984,lasso
paramRZ1MAX,0,lasso
systemfusion,58.04945317688361,ridge
systemFV,21.66785669449985,ridge
systemint,72.87415950190834,ridge
colorgreen,4.860057091740626,ridge
colorred,17.76090227867344,ridge
colorwhite,8.311843844488665,ridge
paramRKU,46.3929723767321,ridge
paramRP,15.654417593573262,ridge
paramRQ,30.722625218763653,ridge
paramRSK,110.10186802005096,ridge
paramRSM,133.29846815629625,ridge
paramRT,1.3123024641398506,ridge
paramRV,52.78577079232803,ridge
paramRZ,31.51769294699978,ridge
paramRZ1MAX,10.987988400540944,ridge
