feature,importance,model
param,774.827019791319,random_forest
system,142.58043046779363,random_forest
color,5.338237103883669,random_forest
systemfusion,6.602867143282049,lasso
systemFV,7.700134180267773,lasso
systemint,21.19343607127015,lasso
colorgreen,8.2266000526270755,lasso
colorred,9.664952148590555,lasso
colorwhite,14.589539865967065,lasso
paramRKU,31.046720494724987,lasso
paramRP,28.320245577552416,lasso
paramRQ,0,lasso
paramRSK,30.317463702742867,lasso
paramRSM,96.42613289687131,lasso
paramRT,0,lasso
paramRV,3.990474855093131,lasso
paramRZ,11.181357608914146,lasso
paramRZ1MAX,0,lasso
systemfusion,8.891810532956917,ridge
systemFV,8.641707347609065,ridge
systemint,19.06474367188993,ridge
colorgreen,11.219451245968983,ridge
colorred,12.722071165758372,ridge
colorwhite,18.51959741097541,ridge
paramRKU,25.068824928553884,ridge
paramRP,33.228628678082785,ridge
paramRQ,4.080841048964029,ridge
paramRSK,23.600802603388583,ridge
paramRSM,77.3425005072007,ridge
paramRT,4.2568231391877145,ridge
paramRV,13.578259020351997,ridge
paramRZ,18.967593170370257,ridge
paramRZ1MAX,2.946517220286084,ridge
